"iata","name","city","subd","country","lat","lon","iso"
"BSY","Bardera Airport","","Gedo","Somalia","2.33611","42.30778","SO"
"HCM","Eil Airport","Eil","Nugaal","Somalia","7.917","49.8","SO"
"BSA","Bosaso Airport","Bosaso","Bari","Somalia","11.2753","49.1494","SO"
"GSR","Gardo Airport","Gardo","Bari","Somalia","9.517","49.083","SO"
"HGA","Egal International Airport","Hargeisa","Woqooyi-Galbeed","Somalia","9.51817","44.0888","SO"
"BBO","Berbera Airport","Berbera","Woqooyi-Galbeed","Somalia","10.3892","44.9411","SO"
"KMU","Kisimayu Airport","","Lower-Juba","Somalia","-0.37735","42.4592","SO"
"MGQ","Aden Adde International Airport","Mogadishu","Banaadir","Somalia","2.01444","45.3047","SO"
"CMO","Obbia Airport","Obbia","Mudug","Somalia","5.36667","48.51667","SO"
"GLK","Galcaio Airport","Galcaio","Mudug","Somalia","6.78083","47.4547","SO"
"CMS","Scusciuban Airport","Scusciuban","Bari","Somalia","10.3","50.233","SO"
"ERA","Erigavo Airport","Erigavo","Sanaag","Somalia","10.64205","47.38798","SO"
"BUO","Burao Airport","Burao","Togdheer","Somalia","9.5275","45.5549","SO"
"JIB","Djibouti-Ambouli Airport","Djibouti City","Djibouti","Djibouti","11.5473","43.1595","DJ"
"AII","Ali-Sabieh Airport","Ali-Sabieh","Ali-Sabieh","Djibouti","11.14689","42.72","DJ"
"MHI","Moucha Airport","Moucha Island","Djibouti","Djibouti","11.71667","43.2","DJ"
"OBC","Obock Airport","Obock","Obock","Djibouti","11.967","43.267","DJ"
"TDJ","Tadjoura Airport","Tadjoura","Tadjourah","Djibouti","11.783","42.917","DJ"
"SEW","Siwa Oasis North Airport","Siwa","Matruh","Egypt","29.3455","25.5067","EG"
"DBB","El Alamein International Airport","El Alamein","Matruh","Egypt","30.9245","28.4614","EG"
"AAC","El Arish International Airport","El Arish","North Sinai","Egypt","31.0733","33.8358","EG"
"ATZ","Assiut International Airport","Assiut","Asyut","Egypt","27.0465","31.012","EG"
"ALY","El Nouzha Airport","Alexandria","","Egypt","31.1839","29.9489","EG"
"HBE","Borg El Arab International Airport","Alexandria","Alexandria","Egypt","30.9177","29.6964","EG"
"ABS","Abu Simbel Airport","Abu Simbel","Aswan","Egypt","22.376","31.6117","EG"
"CAI","Cairo International Airport","Cairo","Cairo","Egypt","30.1219","31.4056","EG"
"DAK","Dakhla Airport","","New-Valley","Egypt","25.4116","29.0031","EG"
"HRG","Hurghada International Airport","Hurghada","Red-Sea","Egypt","27.1783","33.7994","EG"
"UVL","El Kharga Airport","","New-Valley","Egypt","25.4736","30.5907","EG"
"LXR","Luxor International Airport","Luxor","Qena","Egypt","25.671","32.7066","EG"
"RMF","Marsa Alam International Airport","Marsa Alam","Red-Sea","Egypt","25.5571","34.5837","EG"
"HMB","Sohag International Airport","Sohag","New-Valley","Egypt","26.34278","31.74278","EG"
"MUH","Mersa Matruh Airport","Mersa Matruh","Matruh","Egypt","31.3254","27.2217","EG"
"GSQ","Shark El Oweinat International Airport","","New-Valley","Egypt","22.5857","28.7166","EG"
"PSD","Port Said Airport","Port Said","Port-Said","Egypt","31.2794","32.24","EG"
"SKV","St Catherine International Airport","","South Sinai","Egypt","28.6853","34.0625","EG"
"SSH","Sharm El Sheikh International Airport","Sharm el-Sheikh","South Sinai","Egypt","27.9773","34.395","EG"
"ASW","Aswan International Airport","Aswan","Aswan","Egypt","23.9644","32.82","EG"
"SPX","Sphinx International Airport","Giza","Giza ","Egypt","30.11472","30.89333","EG"
"TCP","Taba International Airport","Taba","South Sinai","Egypt","29.5878","34.7781","EG"
"ELT","El Tor Airport","","South Sinai","Egypt","28.209","33.6455","EG"
"ASM","Asmara International Airport","Asmara","Maekel","Eritrea","15.2919","38.9107","ER"
"MSW","Massawa International Airport","Massawa","Northern Red Sea","Eritrea","15.67","39.3701","ER"
"ASA","Assab International Airport","Asab","","Eritrea","13.0718","42.645","ER"
"TES","Tessenei Airport","Tessenei","","Eritrea","15.117","36.683","ER"
"HPV","Princeville Airport","Hanalei","Hawaii","United States of America","22.20919","-159.44553","US"
"ASV","Amboseli Airport","Amboseli National Park","Kajiado","Kenya","-2.64505","37.2531","KE"
"EDL","Eldoret International Airport","Eldoret","Uasin-Gishu","Kenya","0.40446","35.2389","KE"
"EYS","Eliye Springs Airport","Eliye Springs","","Kenya","3.21667","35.9667","KE"
"KLK","Kalokol Airport","Kalokol","Turkana","Kenya","3.483","35.833","KE"
"GAS","Garissa Airport","Garissa","Garissa","Kenya","-0.46351","39.6483","KE"
"HOA","Hola Airport","Hola","Tana-River","Kenya","-1.522","40.004","KE"
"NBO","Jomo Kenyatta International Airport","Nairobi","Nairobi-Area","Kenya","-1.31924","36.9278","KE"
"KEU","Keekorok Airport","Keekorok","Narok","Kenya","-1.583","35.25","KE"
"GGM","Kakamega Airport","Kakamega","Kakamega","Kenya","0.27134","34.7873","KE"
"KIS","Kisumu Airport","Kisumu","Kisumu","Kenya","-0.08614","34.7289","KE"
"ILU","Kilaguni Airport","Kilaguni","Taita-Taveta","Kenya","-2.91061","38.0652","KE"
"KEY","Kericho Airport","Kericho","Kericho","Kenya","-0.417","35.25","KE"
"KTL","Kitale Airport","Kitale","Trans-Nzoia","Kenya","0.97199","34.9586","KE"
"LKG","Lokichoggio Airport","Lokichoggio","Turkana","Kenya","4.20412","34.3482","KE"
"LOK","Lodwar Airport","Lodwar","Turkana","Kenya","3.12197","35.6087","KE"
"LAU","Manda Airstrip","Lamu","Lamu","Kenya","-2.25242","40.9131","KE"
"LOY","Loyengalani Airport","Loyengalani","Marsabit","Kenya","2.75","36.717","KE"
"NDE","Mandera Airport","Mandera","Mandera","Kenya","3.933","41.85","KE"
"RBT","Segel Airport","Marsabit","Marsabit","Kenya","2.35","37.983","KE"
"JJM","Mulika Lodge Airport","Meru-Kinna","Isiolo","Kenya","0.16508","38.19514","KE"
"MYD","Malindi Airport","Malindi","Kilifi","Kenya","-3.22931","40.1017","KE"
"MBA","Mombasa Moi International Airport","Mombasa","Mombasa","Kenya","-4.03483","39.5942","KE"
"MRE","Mara Serena Lodge Airstrip","Masai Mara","Narok","Kenya","-1.40611","35.00806","KE"
"OYL","Moyale Airport","Moyale (Lower)","Marsabit","Kenya","3.46972","39.1014","KE"
"NYE","Nyeri Airport","Nyeri","Nyeri","Kenya","-0.36441","36.97849","KE"
"NUU","Nakuru Airport","Nakuru","Nakuru","Kenya","-0.29807","36.1593","KE"
"WIL","Nairobi Wilson Airport","Nairobi","Nairobi-Area","Kenya","-1.32172","36.8148","KE"
"NYK","Nanyuki Airport","Nanyuki","Nyeri","Kenya","-0.0624","37.04101","KE"
"UAS","Samburu South Airport","Samburu South","","Kenya","0.53058","37.53419","KE"
"UKA","Ukunda Airstrip","Ukunda","","Kenya","-4.29333","39.5711","KE"
"WJR","Wajir Airport","Wajir","Wajir","Kenya","1.73324","40.0916","KE"
"SRX","Gardabya Airport","Sirt","","Libya","31.0635","16.595","LY"
"TOB","Gamal Abdel Nasser Airport","Tobruk","","Libya","31.861","23.907","LY"
"GHT","Ghat Airport","Ghat","Sha‘biyat-Ghat","Libya","25.1456","10.1426","LY"
"AKF","Kufra Airport","Kufra","Al-Kufrah","Libya","24.1787","23.314","LY"
"BEN","Benina International Airport","Benghazi","Banghazi","Libya","32.0968","20.2695","LY"
"MJI","Mitiga Airport","Tripoli","Tripoli","Libya","32.8941","13.276","LY"
"LAQ","La Abraq Airport","Al Bayda'","","Libya","32.7887","21.9643","LY"
"SEB","Sabha Airport","Sabha","","Libya","26.987","14.4725","LY"
"TIP","Tripoli International Airport","Tripoli","","Libya","32.6635","13.159","LY"
"LMQ","Marsa Brega Airport","","","Libya","30.3781","19.5764","LY"
"NFR","Nafurah 1 Airport","Nafurah 1","","Libya","29.2132","21.5924","LY"
"HUQ","Hon Airport","","","Libya","29.1101","15.9656","LY"
"LTD","Ghadames East Airport","Ghadames","","Libya","30.1517","9.71531","LY"
"WAX","Zwara Airport","Zuwara","","Libya","32.9523","12.0155","LY"
"GYI","Gisenyi Airport","Gisenyi","Western Province","Rwanda","-1.6772","29.2589","RW"
"BTQ","Butare Airport","Butare","Southern Province","Rwanda","-2.59583","29.7367","RW"
"KGL","Kigali International Airport","Kigali","Kigali","Rwanda","-1.96863","30.1395","RW"
"RHG","Ruhengeri Airport","Ruhengeri","Northern Province","Rwanda","-1.5","29.633","RW"
"KME","Kamembe Airport","Kamembe","Western Province","Rwanda","-2.46224","28.9079","RW"
"ATB","Atbara Airport","Atbara","","Sudan","17.71034","34.05702","SD"
"EDB","El Debba Airport","El Debba","","Sudan","18.025","30.9583","SD"
"DOG","Dongola Airport","Dongola","Northern State","Sudan","19.1539","30.4301","SD"
"RSS","Damazin Airport","Ad Damazin","Blue-Nile","Sudan","11.7859","34.3367","SD"
"ELF","El Fasher Airport","El Fasher","Northern Darfur","Sudan","13.6149","25.3246","SD"
"GSU","Azaza Airport","Gedaref","","Sudan","14.133","35.317","SD"
"DNX","Galegu Airport","Dinder","","Sudan","12.533","35.067","SD"
"EGN","Geneina Airport","Geneina","Western Darfur","Sudan","13.4817","22.4672","SD"
"KSL","Kassala Airport","Kassala","Kassala","Sudan","15.3875","36.3288","SD"
"GBU","Khashm El Girba Airport","Khashm El Girba","","Sudan","14.925","35.878","SD"
"KST","Kosti Airport","Kosti","White-Nile","Sudan","13.183","32.733","SD"
"KDX","Kadugli Airport","Kadugli","Southern Kordofan","Sudan","11.138","29.7011","SD"
"RBX","Rumbek Airport","Rumbek","","South Sudan","6.825","29.669","SS"
"MWE","Merowe Airport","Merowe","Northern State","Sudan","18.45","31.833","SD"
"NUD","En Nahud Airport","En Nahud","West Kordofan State","Sudan","12.667","28.333","SD"
"UYL","Nyala Airport","Nyala","Southern Darfur","Sudan","12.0535","24.9562","SD"
"NHF","New Halfa Airport","New Halfa","Kassala","Sudan","15.3556","35.7278","SD"
"EBD","El Obeid Airport","Al-Ubayyid","North Kordofan","Sudan","13.1532","30.2327","SD"
"PZU","Port Sudan New International Airport","Port Sudan","Red-Sea","Sudan","19.4336","37.2341","SD"
"JUB","Juba Airport","Juba","","South Sudan","4.87201","31.6011","SS"
"KRT","Khartoum International Airport","Khartoum","Khartoum","Sudan","15.59033","32.553","SD"
"MAK","Malakal Airport","Malakal","","South Sudan","9.55897","31.6522","SS"
"WHF","Wadi Halfa Airport","Wadi Halfa","Northern State","Sudan","21.8027","31.52158","SD"
"WUU","Wau Airport","Wau","","South Sudan","7.72583","27.975","SS"
"ZLX","Zalingei Airport","Zalingei","Central Darfur","Sudan","12.9","23.483","SD"
"ARK","Arusha Airport","Arusha","Arusha","Tanzania, United Republic of","-3.36779","36.6333","TZ"
"BKZ","Bukoba Airport","Bukoba","Kagera","Tanzania, United Republic of","-1.332","31.8212","TZ"
"DAR","Mwalimu Julius K. Nyerere International Airport","Dar es Salaam","Dar-es-Salaam","Tanzania, United Republic of","-6.87811","39.2026","TZ"
"DOD","Dodoma Airport","Dodoma","Dodoma","Tanzania, United Republic of","-6.17044","35.7526","TZ"
"IRI","Iringa Airport","Nduli","Iringa","Tanzania, United Republic of","-7.66863","35.7521","TZ"
"TKQ","Kigoma Airport","Kigoma","Kigoma","Tanzania, United Republic of","-4.8862","29.6709","TZ"
"KIY","Kilwa Masoko Airport","Kilwa Masoko","Lindi","Tanzania, United Republic of","-8.933","39.517","TZ"
"JRO","Kilimanjaro International Airport","Arusha","Kilimanjaro","Tanzania, United Republic of","-3.42941","37.0745","TZ"
"LDI","Kikwetu Airport","Lindi","Lindi","Tanzania, United Republic of","-9.85111","39.7578","TZ"
"LKY","Lake Manyara Airport","Lake Manyara National Park","Arusha","Tanzania, United Republic of","-3.37631","35.8183","TZ"
"MFA","Mafia Island Airport","Mafia Island","Pwani","Tanzania, United Republic of","-7.917","39.667","TZ"
"MBI","Mbeya Airport","Mbeya","Mbeya","Tanzania, United Republic of","-8.917","33.467","TZ"
"MWN","Mwadui Airport","Mwadui","Shinyanga","Tanzania, United Republic of","-3.5","33.617","TZ"
"XMI","Masasi Airport","Masasi","Mtwara","Tanzania, United Republic of","-10.733","38.767","TZ"
"MYW","Mtwara Airport","Mtwara","Mtwara","Tanzania, United Republic of","-10.3391","40.1818","TZ"
"MUZ","Musoma Airport","Musoma","Mara","Tanzania, United Republic of","-1.503","33.8021","TZ"
"MWZ","Mwanza Airport","Mwanza","Mwanza","Tanzania, United Republic of","-2.44449","32.9327","TZ"
"NCH","Nachingwea Airport","Nachingwea","Lindi","Tanzania, United Republic of","-10.3575","38.7792","TZ"
"JOM","Njombe Airport","Njombe","Njombe","Tanzania, United Republic of","-9.35","34.8","TZ"
"PMA","Pemba Airport","Chake","Pemba-South","Tanzania, United Republic of","-5.25726","39.8114","TZ"
"SEU","Seronera Airport","Seronera","Mara","Tanzania, United Republic of","-2.45806","34.8225","TZ"
"SGX","Songea Airport","Songea","Ruvuma","Tanzania, United Republic of","-10.683","35.583","TZ"
"SUT","Sumbawanga Airport","Sumbawanga","Rukwa","Tanzania, United Republic of","-7.967","31.667","TZ"
"SHY","Shinyanga Airport","Shinyanga","Shinyanga","Tanzania, United Republic of","-3.6093","33.5035","TZ"
"TBO","Tabora Airport","Tabora","Tabora","Tanzania, United Republic of","-5.07639","32.8333","TZ"
"TGT","Tanga Airport","Tanga","Tanga","Tanzania, United Republic of","-5.09236","39.0712","TZ"
"ZNZ","Zanzibar Airport","Kiembi Samaki","Zanzibar-Urban/West","Tanzania, United Republic of","-6.22202","39.2249","TZ"
"RUA","Arua Airport","Arua","Northern Region","Uganda","3.05","30.917","UG"
"EBB","Entebbe International Airport","Kampala","Central Region","Uganda","0.04239","32.4435","UG"
"ULU","Gulu Airport","Gulu","Northern Region","Uganda","2.80556","32.2718","UG"
"JIN","Jinja Airport","Jinja","Eastern Region","Uganda","0.45","33.2","UG"
"KBG","Kabalega Falls Airport","Kabalega Falls","Northern Region","Uganda","2.32639","31.4978","UG"
"KSE","Kasese Airport","Kasese","Western Region","Uganda","0.183","30.1","UG"
"MBQ","Mbarara Airport","Mbarara","Western Region","Uganda","-0.55528","30.5994","UG"
"KCU","Masindi Airport","Masindi","Western Region","Uganda","1.75806","31.7367","UG"
"PAF","Pakuba Airport","","Western Region","Uganda","2.20222","31.55444","UG"
"SRT","Soroti Airport","Soroti","Eastern Region","Uganda","1.72769","33.6228","UG"
"TRY","Tororo Airport","Tororo","Eastern Region","Uganda","0.683","34.167","UG"
"AMK","Animas Air Park","Durango","Colorado","United States of America","37.20318","-107.8692","US"
"BDX","Broadus Airport","Broadus","Montana","United States of America","45.47047","-105.45714","US"
"EUE","Eureka Airport","Eureka","Nevada","United States of America","39.60375","-116.00361","US"
"KPT","Jackpot/Hayden Field","Jackpot","Nevada","United States of America","41.97583","-114.65802","US"
"PQS","Pilot Station Airport","Pilot Station","Alaska","United States of America","61.96148","-162.94235","US"
"FID","Elizabeth Field","Fishers Island","New York","United States of America","41.25214","-72.03164","US"
"RTL","Spirit Lake Municipal Airport","Spirit Lake","Iowa","United States of America","43.38742","-95.13947","US"
"HUD","Humboldt Municipal Airport","Humboldt","Iowa","United States of America","42.73486","-94.24547","US"
"TWD","Jefferson County International Airport","Port Townsend","Washington","United States of America","48.05381","-122.81064","US"
"MVM","Kayenta Airport","Kayenta","Arizona","United States of America","36.71644","-110.22844","US"
"HCC","Columbia County Airport","Hudson","New York","United States of America","42.29131","-73.71033","US"
"AHD","Ardmore Downtown Executive Airport","Ardmore","Oklahoma","United States of America","34.1","-97.1","US"
"GCW","Grand Canyon West Airport","Peach Springs","Arizona","United States of America","35.98611","-113.81692","US"
"KKK","Kalakaket Creek Air Station","Kalakaket Creek","Alaska","United States of America","64.4","-156.8","US"
"CKE","Lampson Field","Lakeport","California","United States of America","38.99061","-122.90072","US"
"ROF","Montague-Yreka Rohrer Field","Montague","California","United States of America","41.72998","-122.54448","US"
"MHS","Dunsmuir Municipal-Mott Airport","Dunsmuir","California","United States of America","41.26292","-122.27204","US"
"PLY","Plymouth Municipal Airport","Plymouth","New Hampshire","United States of America","43.77825","-71.75385","US"
"MIJ","Mili Airport","Mili Island","","Marshall Islands","6.08333","171.73333","MH"
"PGC","Grant County Airport","Hyannis","Nebraska","United States of America","42.00999","-101.77006","US"
"CNE","Fremont County Airport","Canon City","Colorado","United States of America","38.42856","-105.10685","US"
"LVD","Lime Village Airport","Lime Village","Alaska","United States of America","61.35913","-155.44039","US"
"NWH","Parlin Field","Newport","New Hampshire","United States of America","43.38707","-72.18761","US"
"IRB","Iraan Municipal Airport","Iraan","Texas","United States of America","30.90622","-101.88981","US"
"ODM","Garrett County Airport","Oakland","Maryland","United States of America","39.58081","-79.33594","US"
"TLF","Telida Airport","Telida","Alaska","United States of America","63.37898","-153.28422","US"
"GNF","Gansner Field","Quincy","California","United States of America","39.94392","-120.94539","US"
"CHZ","Chiloquin State Airport","Chiloquin","Oregon","United States of America","42.57932","-121.87901","US"
"LTW","St Mary's County Regional Airport","Leonardtown","Maryland","United States of America","38.31536","-76.55012","US"
"USC","Union County, Troy Shelton Field","Union","South Carolina","United States of America","34.68695","-81.64117","US"
"AHF","Arapahoe Municipal Airport","Arapahoe","Nebraska","United States of America","40.34158","-99.90781","US"
"PCT","Princeton Airport","Princeton/Rocky Hill","New Jersey","United States of America","40.39909","-74.65901","US"
"NRI","Grand Lake Regional Airport","Afton","Oklahoma","United States of America","36.57758","-94.8619","US"
"GTP","Grants Pass Airport","Grants Pass","Oregon","United States of America","42.51012","-123.38799","US"
"TEH","Tetlin Airport","Tetlin","Alaska","United States of America","63.12469","-142.51856","US"
"NLE","Jerry Tyler Memorial Airport","Niles","Michigan","United States of America","41.83589","-86.22517","US"
"VRS","Roy Otten Memorial Airfield","Versailles","Missouri","United States of America","38.42827","-92.87526","US"
"GCD","Grand Coulee Dam Airport","Electric City","Washington","United States of America","47.92206","-119.083","US"
"VLE","Valle Airport","Grand Canyon","Arizona","United States of America","35.65065","-112.14805","US"
"JVI","Central Jersey Regional Airport","Manville","New Jersey","United States of America","40.52444","-74.59831","US"
"ATT","Atmautluak Airport","Atmautluak","Alaska","United States of America","60.86789","-162.27428","US"
"LIV","Livengood Camp Airport","Livengood","Alaska","United States of America","65.46727","-148.65375","US"
"PDB","Pedro Bay Airport","Pedro Bay","Alaska","United States of America","59.79694","-154.12997","US"
"KOZ","Ouzinkie Airport","Ouzinkie","Alaska","United States of America","57.94216","-152.46499","US"
"UCE","Eunice Airport","Eunice","Louisiana","United States of America","30.46628","-92.4238","US"
"GOL","Gold Beach Municipal Airport","Gold Beach","Oregon","United States of America","42.41536","-124.42492","US"
"RNG","Rangely Airport","Rangely","Colorado","United States of America","40.09397","-108.76306","US"
"KKT","Kentland Municipal Airport","Kentland","Indiana","United States of America","40.75874","-87.42913","US"
"MNT","Minto Al Wright Airport","Minto","Alaska","United States of America","65.14817","-149.36858","US"
"WKK","Aleknagik /New Airport","Aleknagik","Alaska","United States of America","59.28256","-158.61787","US"
"PRW","Prentice Airport","Prentice","Wisconsin","United States of America","45.53833","-90.27633","US"
"NNK","Naknek Airport","Naknek","Alaska","United States of America","58.73466","-157.02521","US"
"EGP","Maverick County Memorial International Airport","Eagle Pass","Texas","United States of America","28.85709","-100.51347","US"
"MFH","Mesquite Airport","Mesquite","Nevada","United States of America","36.83314","-114.05589","US"
"MMN","Minute Man Air Field","Stow","Massachusetts","United States of America","42.46039","-71.51801","US"
"ECA","Iosco County Airport","East Tawas","Michigan","United States of America","44.31283","-83.42231","US"
"OLH","Old Harbor Airport","Old Harbor","Alaska","United States of America","57.21831","-153.26983","US"
"FMU","Florence Municipal Airport","Florence","Oregon","United States of America","43.98282","-124.11137","US"
"OTS","Anacortes Airport","Anacortes","Washington","United States of America","48.49851","-122.66247","US"
"ROL","Roosevelt Municipal Airport","Roosevelt","Utah","United States of America","40.27841","-110.05138","US"
"WPO","North Fork Valley Airport","Paonia","Colorado","United States of America","38.83131","-107.64586","US"
"ATE","Antlers Municipal Airport","Antlers","Oklahoma","United States of America","34.19357","-95.64986","US"
"UGS","Ugashik Airport","Ugashik","Alaska","United States of America","57.52343","-157.39599","US"
"WTL","Tuntutuliak Airport","Tuntutuliak","Alaska","United States of America","60.35111","-162.65461","US"
"TWA","Twin Hills Airport","Twin Hills","Alaska","United States of America","59.07453","-160.27504","US"
"KCQ","Chignik Lake Airport","Chignik Lake","Alaska","United States of America","56.25546","-158.77783","US"
"AAF","Apalachicola Regional-Cleve Randolph Field","Apalachicola","Florida","United States of America","29.72755","-85.02738","US"
"ABE","Lehigh Valley International Airport","Allentown","Pennsylvania","United States of America","40.65236","-75.44041","US"
"ABI","Abilene Regional Airport","Abilene","Texas","United States of America","32.41133","-99.68189","US"
"ABQ","Albuquerque International Sunport Airport","Albuquerque","New Mexico","United States of America","35.03893","-106.60826","US"
"ABR","Aberdeen Regional Airport","Aberdeen","South Dakota","United States of America","45.4468","-98.42244","US"
"ABY","Southwest Georgia Regional Airport","Albany","Georgia","United States of America","31.53553","-84.19447","US"
"ACB","Antrim County Airport","Bellaire","Michigan","United States of America","44.98858","-85.19835","US"
"ACK","Nantucket Memorial Airport","Nantucket","Massachusetts","United States of America","41.3","-70.1","US"
"ACT","Waco Regional Airport","Waco","Texas","United States of America","31.61219","-97.23031","US"
"ACV","California Redwood Coast-Humboldt County Airport","Arcata/Eureka","California","United States of America","40.97783","-124.10847","US"
"ACY","Atlantic City International Airport","Atlantic City","New Jersey","United States of America","39.45758","-74.57717","US"
"ADG","Lenawee County Airport","Adrian","Michigan","United States of America","41.86764","-84.07731","US"
"ADT","Ada Regional Airport","Ada","Oklahoma","United States of America","34.80426","-96.6712","US"
"ADM","Ardmore Municipal Airport","Ardmore","Oklahoma","United States of America","34.30387","-97.0206","US"
"ADS","Addison Airport","Dallas","Texas","United States of America","32.96856","-96.83644","US"
"ADW","Joint Base Andrews Airport","Camp Springs","Maryland","United States of America","38.81083","-76.86705","US"
"AEL","Albert Lea Municipal Airport","Albert Lea","Minnesota","United States of America","43.68131","-93.36815","US"
"AEX","Alexandria International Airport","Alexandria","Louisiana","United States of America","31.32737","-92.54856","US"
"AFF","Davis Field (Usaf Academy Field) Airport","Colorado Springs","Colorado","United States of America","39.0","-104.8","US"
"WSG","Washington County Airport","Washington","Pennsylvania","United States of America","40.13647","-80.29019","US"
"AFN","Jaffrey Airfield Silver Ranch Airport","Jaffrey","New Hampshire","United States of America","42.80513","-72.00302","US"
"AFO","Afton Municipal Airport","Afton","Wyoming","United States of America","42.70877","-110.94217","US"
"AFW","Perot Field/Fort Worth Alliance Airport","Fort Worth","Texas","United States of America","33.0","-97.3","US"
"AGC","Allegheny County Airport","Pittsburgh","Pennsylvania","United States of America","40.35444","-79.92905","US"
"AGO","Ralph C Weiser Field","Magnolia","Arkansas","United States of America","33.22747","-93.217","US"
"AGS","Augusta Regional At Bush Field","Augusta","Georgia","United States of America","33.36994","-81.9645","US"
"AHC","Amedee Army Air Field","Herlong","California","United States of America","40.26592","-120.15061","US"
"AHH","Amery Municipal Airport","Amery","Wisconsin","United States of America","45.28115","-92.37539","US"
"AHN","Athens/Ben Epps Airport","Athens","Georgia","United States of America","33.94864","-83.32591","US"
"AIA","Alliance Municipal Airport","Alliance","Nebraska","United States of America","42.05322","-102.80375","US"
"AID","Anderson Municipal-Darlington Field","Anderson","Indiana","United States of America","40.10861","-85.613","US"
"AIK","Aiken Regional Airport","Aiken","South Carolina","United States of America","33.64939","-81.68503","US"
"AIO","Atlantic Municipal Airport","Atlantic","Iowa","United States of America","41.40383","-95.04875","US"
"AIV","George Downer Airport","Aliceville","Alabama","United States of America","33.10674","-88.19718","US"
"AIZ","Lee C Fine Memorial Airport","Kaiser/Lake Ozark","Missouri","United States of America","38.09603","-92.54947","US"
"AKO","Colorado Plains Regional Airport","Akron","Colorado","United States of America","40.17564","-103.22203","US"
"AKC","Akron Fulton International Airport","Akron","Ohio","United States of America","41.03742","-81.46768","US"
"ALB","Albany International Airport","Albany","New York","United States of America","42.74912","-73.80198","US"
"ALI","Alice International Airport","Alice","Texas","United States of America","27.74089","-98.02694","US"
"ALM","Alamogordo-White Sands Regional Airport","Alamogordo","New Mexico","United States of America","32.83942","-105.99114","US"
"ALN","St Louis Regional Airport","Alton/St Louis","Illinois","United States of America","38.88992","-90.046","US"
"ALO","Waterloo Regional Airport","Waterloo","Iowa","United States of America","42.55845","-92.40102","US"
"ALS","San Luis Valley Regional/Bergman Field","Alamosa","Colorado","United States of America","37.43512","-105.86788","US"
"ALW","Walla Walla Regional Airport","Walla Walla","Washington","United States of America","46.09254","-118.28408","US"
"ALX","Thomas C Russell Field","Alexander City","Alabama","United States of America","32.91475","-85.96294","US"
"AMA","Rick Husband Amarillo International Airport","Amarillo","Texas","United States of America","35.21936","-101.70592","US"
"AMN","Gratiot Community Airport","Alma","Michigan","United States of America","43.32214","-84.68794","US"
"AMW","Ames Municipal Airport","Ames","Iowa","United States of America","41.99204","-93.62182","US"
"ANB","Anniston Regional Airport","Anniston","Alabama","United States of America","33.58817","-85.85811","US"
"AND","Anderson Regional Airport","Anderson","South Carolina","United States of America","34.49458","-82.70939","US"
"SLT","Salida/Harriett Alexander Field","Salida","Colorado","United States of America","38.5","-106.0","US"
"ANP","Lee Airport","Annapolis","Maryland","United States of America","38.94288","-76.5684","US"
"ANQ","Tri-State Steuben County Airport","Angola","Indiana","United States of America","41.6397","-85.08349","US"
"ANW","Ainsworth Regional Airport","Ainsworth","Nebraska","United States of America","42.57922","-99.99297","US"
"ANY","Anthony Municipal Airport","Anthony","Kansas","United States of America","37.1599","-98.07953","US"
"AOH","Lima Allen County Airport","Lima","Ohio","United States of America","40.70748","-84.02708","US"
"AOO","Altoona/Blair County Airport","Altoona","Pennsylvania","United States of America","40.29636","-78.32003","US"
"APA","Centennial Airport","Denver","Colorado","United States of America","39.57012","-104.84929","US"
"APC","Napa County Airport","Napa","California","United States of America","38.21319","-122.28069","US"
"APF","Naples Municipal Airport","Naples","Florida","United States of America","26.15244","-81.77564","US"
"APG","Phillips Army Air Field","Aberdeen Proving Grounds (Aberdeen)","Maryland","United States of America","39.5","-76.2","US"
"APH","Mary Walker Lz Airport","Bowling Green","Virginia","United States of America","38.1","-77.3","US"
"APN","Alpena County Regional Airport","Alpena","Michigan","United States of America","45.07808","-83.56031","US"
"APT","Marion County/Brown Field","Jasper","Tennessee","United States of America","35.06067","-85.58531","US"
"APV","Apple Valley Airport","Apple Valley","California","United States of America","34.6","-117.2","US"
"AQY","Girdwood Airport","Girdwood","Alaska","United States of America","60.96902","-149.11935","US"
"ARA","Acadiana Regional Airport","New Iberia","Louisiana","United States of America","30.03776","-91.8839","US"
"ARB","Ann Arbor Municipal Airport","Ann Arbor","Michigan","United States of America","42.22293","-83.74571","US"
"ARG","Walnut Ridge Regional Airport","Walnut Ridge","Arkansas","United States of America","36.12467","-90.92511","US"
"WHT","Wharton Regional Airport","Wharton","Texas","United States of America","29.25428","-96.15439","US"
"AUZ","Aurora Municipal Airport","Chicago/Aurora","Illinois","United States of America","41.77192","-88.47567","US"
"ART","Watertown International Airport","Watertown","New York","United States of America","43.99183","-76.01942","US"
"ARV","Lakeland/Noble F Lee Memorial Field","Minocqua-Woodruff","Wisconsin","United States of America","45.92792","-89.73094","US"
"BFT","Beaufort Executive Airport","Beaufort","South Carolina","United States of America","32.4","-80.6","US"
"ASE","Aspen-Pitkin County/Sardy Field","Aspen","Colorado","United States of America","39.22189","-106.86822","US"
"SPZ","Springdale Municipal Airport","Springdale","Arkansas","United States of America","36.17639","-94.11925","US"
"ASH","Boire Field","Nashua","New Hampshire","United States of America","42.78241","-71.51409","US"
